                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.92564,                0.64799,                 1.0657,                0.80905,                0.36264,                0.42445,                 0.3126,                 1.2136,                0.86927,                0.92191,              0.0004853,              0.0004853,              0.0004853
                    155,                0.87062,                0.61851,                 1.0566,                0.79401,                0.36781,                0.42463,                0.31106,                  1.224,                0.87549,                0.92307,              0.0004754,              0.0004754,              0.0004754
                    156,                0.90728,                0.63923,                   1.07,                0.79467,                0.37518,                0.42708,                 0.3136,                 1.2132,                0.86179,                0.91995,              0.0004655,              0.0004655,              0.0004655
                    157,                0.90446,                0.63551,                 1.0654,                0.79838,                0.36676,                0.41937,                0.30599,                 1.2202,                0.85826,                0.92294,              0.0004556,              0.0004556,              0.0004556
                    158,                0.89162,                0.63467,                 1.0616,                0.80233,                0.37236,                0.42529,                0.31225,                 1.2074,                0.85078,                0.92053,              0.0004457,              0.0004457,              0.0004457
                    159,                0.90448,                0.62368,                 1.0473,                0.79103,                0.37204,                0.42434,                0.31287,                 1.2077,                0.86009,                0.92016,              0.0004358,              0.0004358,              0.0004358
                    160,                0.89032,                 0.6302,                 1.0581,                0.82607,                0.36577,                0.42631,                0.31245,                 1.2026,                0.84787,                0.91755,              0.0004259,              0.0004259,              0.0004259
                    161,                 0.8952,                 0.6458,                 1.0495,                0.80245,                0.36984,                0.42739,                0.31336,                 1.2029,                0.84954,                0.91775,               0.000416,               0.000416,               0.000416
                    162,                0.92508,                0.64582,                 1.0539,                0.79447,                 0.3769,                0.42757,                0.31459,                 1.1853,                0.84209,                0.91471,              0.0004061,              0.0004061,              0.0004061
                    163,                0.90167,                0.64544,                 1.0457,                0.82134,                0.36609,                0.42581,                0.31367,                 1.2007,                0.84807,                0.91898,              0.0003962,              0.0003962,              0.0003962
                    164,                  0.854,                0.60962,                 1.0519,                0.79931,                0.37204,                0.43026,                  0.317,                 1.1964,                 0.8376,                0.91286,              0.0003863,              0.0003863,              0.0003863
                    165,                0.89694,                0.62906,                 1.0425,                0.79833,                 0.3716,                0.42442,                0.31299,                 1.1935,                0.84313,                0.91576,              0.0003764,              0.0003764,              0.0003764
                    166,                0.88369,                  0.619,                 1.0469,                0.80154,                0.37343,                0.42951,                0.31693,                 1.1861,                0.83412,                0.91516,              0.0003665,              0.0003665,              0.0003665
                    167,                0.87251,                0.60597,                 1.0423,                0.78779,                0.37467,                0.42921,                0.31483,                 1.1933,                0.83069,                0.91492,              0.0003566,              0.0003566,              0.0003566
                    168,                0.88675,                0.63196,                 1.0418,                0.80854,                 0.3726,                0.43096,                0.31813,                 1.1854,                0.83389,                0.91288,              0.0003467,              0.0003467,              0.0003467
                    169,                0.88624,                0.63793,                 1.0545,                0.81312,                0.37161,                0.42609,                0.31506,                 1.1798,                0.83621,                0.91043,              0.0003368,              0.0003368,              0.0003368
                    170,                0.88764,                0.62739,                 1.0403,                0.79057,                0.37314,                0.42772,                0.31574,                 1.1947,                0.83125,                0.90949,              0.0003269,              0.0003269,              0.0003269
                    171,                 0.9069,                0.63316,                 1.0523,                0.80265,                0.37223,                 0.4269,                0.31506,                 1.1877,                0.83052,                0.91028,               0.000317,               0.000317,               0.000317
                    172,                0.87687,                 0.6269,                 1.0504,                0.81081,                 0.3733,                0.42942,                0.31722,                 1.1963,                0.84438,                0.91112,              0.0003071,              0.0003071,              0.0003071
                    173,                0.87767,                0.61973,                 1.0502,                0.81517,                0.37455,                0.42977,                0.31701,                 1.1931,                0.84186,                0.91205,              0.0002972,              0.0002972,              0.0002972
                    174,                 0.9007,                0.62581,                  1.045,                0.80166,                0.37502,                0.42857,                0.31671,                 1.1795,                0.82505,                0.90961,              0.0002873,              0.0002873,              0.0002873
                    175,                0.85894,                0.59559,                 1.0312,                0.80541,                0.37533,                0.43062,                0.31775,                 1.1753,                0.82353,                0.90713,              0.0002774,              0.0002774,              0.0002774
                    176,                0.87461,                0.60742,                 1.0505,                0.81384,                0.37407,                0.43196,                0.31806,                 1.1776,                0.82548,                0.90604,              0.0002675,              0.0002675,              0.0002675
                    177,                 0.8743,                0.61552,                 1.0343,                0.79604,                0.37565,                 0.4312,                0.31869,                 1.1752,                0.82806,                0.90586,              0.0002576,              0.0002576,              0.0002576
                    178,                0.83316,                0.57568,                  1.027,                0.80567,                0.37549,                0.43056,                0.31781,                 1.1798,                0.82066,                0.90604,              0.0002477,              0.0002477,              0.0002477
                    179,                0.83331,                0.60615,                 1.0288,                0.80725,                0.37346,                0.42745,                0.31619,                 1.1797,                0.82663,                0.90872,              0.0002378,              0.0002378,              0.0002378
                    180,                0.82662,                0.57295,                 1.0312,                 0.8075,                0.37669,                0.43131,                0.31997,                  1.177,                0.82685,                0.90501,              0.0002279,              0.0002279,              0.0002279
                    181,                0.86047,                 0.6025,                 1.0316,                0.83127,                0.37267,                 0.4327,                0.32122,                 1.1699,                0.81584,                0.90296,               0.000218,               0.000218,               0.000218
                    182,                0.84659,                0.60371,                 1.0368,                0.81485,                0.37381,                0.43105,                0.31766,                 1.1764,                 0.8223,                0.90321,              0.0002081,              0.0002081,              0.0002081
                    183,                0.87638,                0.60719,                 1.0297,                0.80782,                 0.3758,                0.42812,                0.31712,                  1.165,                0.82922,                0.90118,              0.0001982,              0.0001982,              0.0001982
                    184,                0.84522,                0.59766,                 1.0279,                0.81664,                0.37377,                0.43242,                0.32104,                 1.1695,                0.81987,                0.90197,              0.0001883,              0.0001883,              0.0001883
                    185,                0.85684,                0.59553,                 1.0349,                0.80232,                0.37643,                0.43202,                0.31957,                 1.1711,                0.81537,                0.90043,              0.0001784,              0.0001784,              0.0001784
                    186,                0.81734,                0.57578,                 1.0303,                0.81457,                0.37236,                0.43172,                0.31817,                 1.1703,                0.81702,                0.90105,              0.0001685,              0.0001685,              0.0001685
                    187,                0.88221,                 0.5987,                 1.0273,                0.82259,                0.37486,                 0.4325,                0.32048,                 1.1557,                0.81196,                0.89867,              0.0001586,              0.0001586,              0.0001586
                    188,                0.85328,                0.59995,                 1.0407,                0.81555,                0.37909,                0.43501,                0.32187,                 1.1563,                0.81079,                0.89797,              0.0001487,              0.0001487,              0.0001487
                    189,                0.83827,                0.58621,                 1.0288,                0.80987,                0.37716,                0.43358,                0.32169,                  1.155,                0.80906,                0.89796,              0.0001388,              0.0001388,              0.0001388
                    190,                0.87016,                0.60688,                 1.0336,                0.81124,                0.37785,                0.43486,                0.32247,                 1.1558,                0.80677,                0.89811,              0.0001289,              0.0001289,              0.0001289
                    191,                0.80413,                0.58052,                0.97032,                0.82191,                0.37267,                0.43238,                0.32012,                 1.1749,                0.82655,                0.90178,               0.000119,               0.000119,               0.000119
                    192,                0.81592,                0.57379,                0.96726,                0.82471,                0.37047,                0.42943,                0.31779,                 1.1792,                0.83167,                0.90156,              0.0001091,              0.0001091,              0.0001091
                    193,                0.80656,                0.57445,                0.96829,                0.82078,                0.37486,                0.43178,                0.32033,                 1.1704,                0.82483,                0.89837,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                0.78927,                0.56035,                0.95992,                0.80993,                0.37408,                0.43154,                 0.3195,                 1.1704,                 0.8202,                 0.8968,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                0.81261,                  0.563,                0.96302,                0.82895,                   0.37,                0.43158,                0.32148,                 1.1631,                0.82155,                0.89548,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                0.79374,                0.55833,                0.96179,                0.81606,                0.37251,                0.43227,                0.32119,                 1.1607,                0.81888,                0.89372,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                0.80613,                0.57031,                0.96999,                0.82486,                0.37204,                0.43145,                0.31994,                 1.1611,                0.81557,                0.89497,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                0.79714,                0.55122,                 0.9498,                0.82457,                0.37126,                0.43258,                0.32165,                 1.1622,                0.81424,                0.89353,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                0.79367,                0.56176,                0.96322,                0.81857,                0.37314,                0.43239,                0.32172,                  1.161,                 0.8103,                0.89387,               3.98e-05,               3.98e-05,               3.98e-05
                    200,                0.75781,                0.53507,                0.95266,                0.82265,                0.37377,                0.43388,                0.32365,                 1.1517,                0.80896,                0.89173,               2.99e-05,               2.99e-05,               2.99e-05
